,order_id,year,month,day,customer_id,product_id,product_price,discount_percent,is_returned,rating,shipping_cost,payment_method_id,traffic_source_id,revenue,profit
5400,5401,2024,10,18,18184,7398,614.87,25,0,4.5,18.25,3,2,922.3,904.05
5401,5402,2025,4,21,31555,7456,342.22,20,1,1.9,22.4,1,4,1368.9,1346.5
5402,5403,2024,1,5,47573,3071,221.72,40,0,1.6,11.9,1,5,133.03,121.13
5403,5404,2025,3,5,36107,3661,346.19,15,0,2.9,24.21,1,4,1177.04,1152.83
5404,5405,2023,2,23,30200,3013,350.37,25,0,3.0,17.21,3,1,1051.12,1033.91
5405,5406,2024,11,20,25308,6956,651.11,30,0,4.8,15.48,2,2,1367.34,1351.86
5406,5407,2024,2,23,15133,3198,619.76,30,1,2.0,15.91,1,5,2169.15,2153.24
5407,5408,2025,1,25,23696,6992,61.2,25,1,1.8,5.58,4,5,229.5,223.92
5408,5409,2024,5,21,24048,6941,648.28,0,0,4.7,24.83,1,2,1944.84,1920.01
5409,5410,2023,12,7,25560,4994,142.78,15,0,3.9,21.77,1,1,242.72,220.95
5410,5411,2023,5,7,20404,1702,14.39,30,0,2.3,17.87,4,4,40.28,22.41
5411,5412,2024,2,13,22848,1122,158.85,30,0,4.3,12.43,5,2,111.2,98.77
5412,5413,2024,1,2,41876,5369,80.73,40,0,3.5,5.5,5,2,242.2,236.7
5413,5414,2023,9,28,18773,5263,250.44,15,0,4.3,10.15,3,3,1064.35,1054.2
5414,5415,2024,10,5,26243,7469,736.55,30,0,2.6,13.43,4,1,1031.16,1017.73
5415,5416,2024,8,27,16262,7877,425.15,15,0,4.3,4.33,5,1,361.38,357.05
5416,5417,2024,1,14,17818,6361,87.87,20,1,1.9,23.51,1,4,210.9,187.39
5417,5418,2023,3,14,26114,6756,612.35,20,0,1.2,10.44,1,5,1469.64,1459.2
5418,5419,2023,9,5,25028,3629,470.3,40,0,2.5,18.53,5,1,282.18,263.65
5419,5420,2025,5,9,29941,1369,40.06,10,1,1.8,15.48,2,1,144.2,128.72
5420,5421,2025,2,23,45150,5368,431.3,30,0,3.1,2.61,3,2,905.73,903.12
5421,5422,2023,2,12,32065,4050,560.04,40,0,3.1,18.06,5,1,672.04,653.98
5422,5423,2024,1,12,26614,3740,162.26,20,0,2.7,12.15,4,5,259.62,247.47
5423,5424,2023,2,10,49222,7051,788.31,40,0,1.5,3.65,3,3,2364.95,2361.3
5424,5425,2023,6,19,28267,2471,603.06,15,0,4.1,17.91,2,2,2563.0,2545.09
5425,5426,2023,7,31,20103,3170,111.17,5,0,2.4,7.92,1,5,105.61,97.69
5426,5427,2024,5,7,16031,3300,343.36,15,1,1.8,13.68,4,3,1459.3,1445.62
5427,5428,2024,11,10,14176,7862,369.04,20,0,4.4,13.78,2,3,1476.15,1462.37
5428,5429,2023,2,8,20147,4891,444.38,0,0,3.3,16.35,2,1,2221.9,2205.55
5429,5430,2024,1,4,47251,3896,60.2,30,1,3.8,22.34,2,5,84.28,61.94
5430,5431,2025,1,26,44136,5120,128.21,10,0,3.8,3.19,3,5,461.56,458.37
5431,5432,2023,5,31,12266,4627,674.84,10,0,2.3,2.81,2,4,2429.44,2426.63
5432,5433,2023,4,21,27035,2501,230.88,30,0,2.8,4.41,1,1,484.86,480.45
5433,5434,2024,4,24,44878,1490,784.33,5,0,3.8,15.33,2,3,745.11,729.78
5434,5435,2024,3,11,24775,1551,143.23,5,1,4.7,9.61,4,2,272.14,262.53
5435,5436,2023,2,16,45866,3559,74.51,30,1,3.5,22.81,5,1,208.64,185.83
5436,5437,2024,7,28,12755,5816,8.1,20,0,3.0,5.21,1,1,32.4,27.19
5437,5438,2025,1,6,30432,4012,560.74,10,0,2.0,13.0,5,1,2523.35,2510.35
5438,5439,2024,1,1,40459,1043,566.54,25,0,3.8,6.96,3,5,1699.6,1692.64
5439,5440,2023,3,10,23559,2455,10.5,25,1,4.9,23.83,5,3,23.64,-0.19
5440,5441,2023,10,26,27561,4512,455.44,40,0,4.1,21.02,2,5,546.52,525.5
5441,5442,2025,3,12,25381,7127,738.83,30,0,2.2,15.94,4,1,2585.9,2569.96
5442,5443,2023,10,23,35618,6744,135.41,5,0,1.1,11.48,5,5,257.28,245.8
5443,5444,2023,7,22,28940,3345,242.43,15,0,2.1,19.31,1,5,1030.35,1011.04
5444,5445,2023,3,2,21876,2001,8.28,40,0,3.4,11.22,2,4,19.88,8.66
5445,5446,2025,4,9,21127,4746,784.81,30,0,2.1,8.83,2,4,549.37,540.54
5446,5447,2023,11,10,17596,2162,171.59,0,0,4.8,16.75,5,5,857.95,841.2
5447,5448,2023,6,10,28468,3331,45.44,20,0,4.0,4.73,4,1,145.4,140.67
5448,5449,2023,11,27,28855,4243,341.95,15,0,4.6,23.74,4,1,290.66,266.92
5449,5450,2024,6,11,31162,6651,39.53,0,0,1.5,20.53,5,4,79.06,58.53
5450,5451,2023,12,4,40467,2151,154.63,10,0,2.2,7.15,5,4,139.17,132.02
5451,5452,2024,8,28,28769,4457,271.12,0,0,1.7,6.58,3,5,271.12,264.54
5452,5453,2023,10,31,18157,3664,351.22,30,1,1.5,7.24,4,5,737.55,730.31
5453,5454,2024,5,17,10918,2568,313.39,25,0,3.3,6.66,3,2,940.16,933.5
5454,5455,2024,10,11,25102,5771,257.01,20,0,1.8,16.14,5,5,822.44,806.3
5455,5456,2023,12,4,14747,4465,295.8,5,1,2.6,11.12,1,3,843.03,831.91
5456,5457,2024,7,3,40275,2979,597.98,20,0,2.0,12.03,3,5,2391.9,2379.87
5457,5458,2024,9,30,37571,2708,789.74,10,0,4.7,3.27,5,2,710.77,707.5
5458,5459,2023,10,2,31965,6202,138.29,40,0,2.0,24.15,3,5,331.88,307.73
5459,5460,2023,6,13,18567,5921,575.44,25,0,1.2,15.98,1,4,863.16,847.18
5460,5461,2024,3,18,34007,3940,580.33,10,0,3.9,2.05,3,3,2089.2,2087.15
5461,5462,2023,11,15,16550,3394,550.59,25,0,4.4,9.83,5,5,1238.82,1228.99
5462,5463,2024,8,11,28487,1546,378.74,5,0,2.0,14.71,1,2,719.6,704.89
5463,5464,2024,5,18,41194,6718,14.04,20,0,2.7,24.04,3,4,56.15,32.11
5464,5465,2024,11,16,32019,5330,209.52,20,0,2.2,6.88,1,2,502.86,495.98
5465,5466,2024,1,22,32300,5641,58.11,10,0,1.5,7.0,2,2,104.6,97.6
5466,5467,2025,5,19,34592,7279,510.25,15,0,1.1,6.56,2,1,1301.13,1294.57
5467,5468,2025,4,12,43200,3753,615.61,0,0,3.7,2.77,1,4,1231.22,1228.45
5468,5469,2025,6,6,43004,4001,282.03,20,0,4.1,17.63,4,5,902.48,884.85
5469,5470,2024,8,25,10306,7232,330.69,40,0,2.0,17.7,1,1,595.23,577.53
5470,5471,2025,1,19,22720,6000,270.4,25,1,1.8,14.07,2,1,1014.0,999.93
5471,5472,2025,2,14,42791,1216,491.04,0,0,1.3,10.06,1,2,2455.2,2445.14
5472,5473,2024,11,21,44283,5652,148.17,30,0,4.5,14.78,5,2,311.16,296.38
5473,5474,2024,5,8,27335,2884,799.79,15,1,2.4,4.36,3,3,1359.64,1355.28
5474,5475,2024,5,4,15407,7933,188.59,20,0,1.7,4.85,3,1,452.61,447.76
5475,5476,2024,12,21,10414,1246,257.59,0,0,1.5,16.44,3,4,257.59,241.15
5476,5477,2023,3,14,47616,1507,546.38,40,1,2.1,20.47,5,2,983.49,963.02
5477,5478,2024,5,23,35999,5237,445.45,40,0,1.8,24.08,2,5,1069.08,1045.0
5478,5479,2024,1,25,14971,6299,496.77,5,0,2.4,5.97,5,3,1887.72,1881.75
5479,5480,2024,9,10,25145,7767,792.92,5,0,1.3,6.38,1,2,2259.81,2253.43
5480,5481,2025,5,6,14985,2258,182.4,40,0,2.9,16.14,4,2,328.32,312.18
5481,5482,2023,10,22,34353,5655,270.16,20,0,3.0,19.33,3,3,1080.65,1061.32
5482,5483,2024,1,4,17650,6361,259.46,0,0,4.8,8.37,2,5,1037.84,1029.47
5483,5484,2025,3,6,31754,2266,655.49,5,1,2.0,16.63,3,2,3113.6,3096.97
5484,5485,2025,5,14,22964,6810,342.72,0,0,4.9,8.66,4,5,342.72,334.06
5485,5486,2024,11,24,41572,7796,458.76,20,0,2.7,13.12,3,3,1835.05,1821.93
5486,5487,2024,7,2,32905,2824,40.49,0,1,2.2,9.92,1,5,121.47,111.55
5487,5488,2024,10,10,37767,2922,639.3,25,0,3.8,4.08,3,2,2397.4,2393.32
5488,5489,2025,4,29,31841,2262,221.27,40,0,2.5,8.13,4,3,398.28,390.15
5489,5490,2024,7,21,26833,4251,232.03,40,0,1.3,11.47,3,4,278.44,266.97
5490,5491,2023,7,6,37752,6411,383.16,40,0,3.4,14.2,4,1,1149.5,1135.3
5491,5492,2025,5,2,23137,5783,13.69,30,0,1.9,2.05,5,4,28.74,26.69
5492,5493,2025,2,8,33012,2705,90.62,25,0,1.9,5.12,2,1,339.8,334.68
5493,5494,2024,3,20,22708,4487,635.52,15,0,2.1,6.18,1,3,2700.95,2694.77
5494,5495,2024,7,23,25051,5579,768.29,30,0,4.1,7.17,2,2,537.8,530.63
5495,5496,2023,12,29,37175,4498,607.54,20,0,2.0,23.24,1,5,972.06,948.82
5496,5497,2023,5,3,29335,2507,10.62,25,1,3.4,4.71,2,2,31.84,27.13
5497,5498,2023,7,7,11537,7882,409.11,30,0,5.0,13.22,1,2,572.76,559.54
5498,5499,2025,1,11,45936,7148,595.66,40,0,4.2,12.97,4,1,1429.6,1416.63
5499,5500,2024,11,10,15687,5491,466.28,20,0,1.9,15.18,2,4,1492.08,1476.9
5500,5501,2024,2,24,26352,1466,681.65,0,0,5.0,24.53,3,4,681.65,657.12
5501,5502,2024,9,17,44224,1958,160.66,10,0,2.9,15.49,1,1,289.18,273.69
5502,5503,2023,9,9,44262,1231,760.77,15,0,3.7,3.42,5,1,3233.25,3229.83
5503,5504,2024,9,10,15060,2788,689.99,25,0,2.6,7.2,2,4,2069.96,2062.76
5504,5505,2024,7,2,37981,6914,733.3,0,0,1.6,18.32,2,3,2933.2,2914.88
5505,5506,2023,12,1,19479,7527,114.23,0,0,3.0,5.67,1,3,571.15,565.48
5506,5507,2023,4,2,39523,1585,423.14,15,0,4.6,17.94,2,2,1079.01,1061.07
5507,5508,2024,6,13,36814,7002,241.95,20,0,4.2,17.8,3,3,193.56,175.76
5508,5509,2025,5,15,20065,7135,477.98,25,0,2.3,14.19,3,3,1792.4,1778.21
5509,5510,2023,3,4,44518,6659,506.33,5,0,3.2,8.21,4,3,481.01,472.8
5510,5511,2024,10,23,35820,3400,231.97,10,0,3.2,5.67,1,2,835.08,829.41
5511,5512,2024,5,26,20438,7062,468.63,0,0,1.7,2.52,1,4,937.26,934.74
5512,5513,2023,5,19,32871,3990,692.13,15,0,4.4,24.16,5,2,1764.93,1740.77
5513,5514,2024,11,28,47080,6546,726.97,20,0,1.7,5.24,3,5,581.58,576.34
5514,5515,2023,7,4,29661,7947,504.19,25,0,3.0,6.03,3,4,756.28,750.25
5515,5516,2023,7,24,28405,1098,483.02,40,0,1.3,4.65,4,2,1449.05,1444.4
5516,5517,2025,2,10,11396,5624,515.12,30,0,1.5,17.09,4,4,360.58,343.49
5517,5518,2023,8,2,10173,2910,423.55,20,0,1.1,20.02,1,1,1694.2,1674.18
5518,5519,2023,9,13,25913,2226,406.89,20,0,3.4,18.55,3,5,325.51,306.96
5519,5520,2023,5,15,33935,2187,297.33,15,0,1.5,9.31,5,2,758.19,748.88
5520,5521,2024,7,26,21080,1548,319.84,0,0,4.3,8.34,4,3,1279.36,1271.02
5521,5522,2025,5,24,45014,7289,139.8,40,0,1.5,13.01,2,1,251.64,238.63
5522,5523,2025,4,1,29462,1286,50.34,10,0,1.7,4.52,3,1,45.31,40.79
5523,5524,2023,3,29,44467,3018,492.54,10,0,3.6,12.67,4,3,2216.45,2203.78
5524,5525,2025,4,15,24963,5763,318.84,20,0,2.8,10.75,2,5,510.14,499.39
5525,5526,2023,7,26,29475,5160,396.34,40,0,4.4,3.71,3,4,1189.0,1185.29
5526,5527,2023,5,9,30168,3206,493.26,40,0,4.2,18.07,5,4,887.88,869.81
5527,5528,2025,4,2,11844,3163,437.2,10,0,1.4,14.54,1,3,1573.92,1559.38
5528,5529,2023,1,3,49165,4111,342.34,40,0,4.6,14.74,5,2,205.4,190.66
5529,5530,2025,1,23,19942,6771,607.84,40,0,3.2,11.23,2,1,1094.1,1082.87
5530,5531,2023,5,1,43660,7091,173.3,0,1,3.4,8.9,2,4,866.5,857.6
5531,5532,2024,1,20,18406,5954,67.21,0,0,2.9,19.05,2,3,134.42,115.37
5532,5533,2024,9,5,29813,3330,600.81,5,0,2.7,15.66,1,1,570.77,555.11
5533,5534,2023,2,7,23171,2724,114.4,15,1,1.7,3.54,1,3,194.48,190.94
5534,5535,2023,12,7,33129,6741,776.31,5,0,2.5,20.24,2,4,2212.47,2192.23
5535,5536,2024,10,6,40303,5944,244.75,5,1,2.7,18.04,1,5,465.02,446.98
5536,5537,2024,12,14,30028,1499,450.89,40,0,3.6,8.33,2,1,811.59,803.26
5537,5538,2025,5,9,37191,2688,414.07,15,0,1.0,23.04,1,3,1759.8,1736.76
5538,5539,2023,1,21,31723,4677,334.79,20,1,2.0,24.94,2,2,803.49,778.55
5539,5540,2023,8,30,26989,1359,487.47,40,0,1.7,14.55,4,2,877.44,862.89
5540,5541,2024,3,30,26312,6134,704.03,20,0,4.2,11.36,2,4,2252.88,2241.52
5541,5542,2024,9,12,42503,2913,514.67,10,0,4.1,24.81,3,1,1389.6,1364.79
5542,5543,2023,10,30,39400,5242,36.78,15,1,4.3,14.49,3,1,31.26,16.77
5543,5544,2024,8,18,49811,5163,362.17,20,0,3.2,24.8,1,4,869.22,844.42
5544,5545,2024,8,17,27561,5238,25.39,20,1,3.9,3.64,1,2,60.93,57.29
5545,5546,2025,3,13,31565,4066,695.86,0,0,2.0,7.59,1,3,3479.3,3471.71
5546,5547,2023,3,10,27867,4300,671.48,5,0,1.9,14.17,2,1,3189.55,3175.38
5547,5548,2023,5,9,39621,2806,378.13,10,0,1.2,3.46,1,1,1020.96,1017.5
5548,5549,2023,7,15,30669,4574,784.81,25,0,2.0,12.76,3,5,2354.44,2341.68
5549,5550,2023,5,20,33697,1608,574.25,30,0,2.0,24.77,3,1,1205.94,1181.17
5550,5551,2024,3,19,19737,7578,242.7,10,0,3.6,15.91,2,1,436.86,420.95
5551,5552,2023,10,10,42035,7156,17.63,15,1,1.8,6.5,4,5,29.98,23.48
5552,5553,2023,11,8,19688,1720,591.05,15,0,3.4,19.01,4,5,1507.17,1488.16
5553,5554,2025,1,15,22974,7098,156.19,25,0,2.5,14.42,2,5,468.56,454.14
5554,5555,2024,6,18,34648,1058,781.95,40,0,4.0,16.38,3,5,1876.68,1860.3
5555,5556,2024,10,26,48126,7138,474.89,10,0,4.3,18.49,4,3,1709.6,1691.11
5556,5557,2023,10,4,32943,6900,297.98,5,0,1.7,17.05,5,1,283.08,266.03
5557,5558,2023,3,2,38612,2592,94.15,20,0,3.2,9.91,4,5,376.6,366.69
5558,5559,2023,11,15,24583,5789,554.45,40,1,4.5,19.17,4,4,1663.35,1644.18
5559,5560,2025,6,8,31186,2831,93.26,10,0,2.9,13.23,2,2,251.79,238.56
5560,5561,2023,2,21,35563,4171,361.97,5,0,1.7,23.54,2,1,343.87,320.33
5561,5562,2025,5,5,36691,1268,747.4,20,0,5.0,8.4,5,2,597.92,589.52
5562,5563,2023,6,2,11591,3839,641.5,10,0,2.1,9.07,3,3,1732.05,1722.98
5563,5564,2025,1,18,25458,5444,565.38,25,0,1.9,3.57,5,5,2120.2,2116.63
5564,5565,2023,11,7,15901,1496,155.11,40,0,1.8,19.25,5,2,93.07,73.82
5565,5566,2025,3,24,19034,6175,419.85,0,0,1.8,23.03,3,3,839.7,816.67
5566,5567,2024,6,27,46417,5397,778.94,10,0,2.1,6.32,3,5,2804.2,2797.88
5567,5568,2024,7,20,38192,4966,459.59,5,0,1.4,18.57,2,2,436.61,418.04
5568,5569,2025,5,13,25116,1769,69.08,15,0,3.6,21.8,1,5,117.44,95.64
5569,5570,2024,1,24,27949,3869,419.35,30,0,1.9,22.64,5,3,880.62,857.98
5570,5571,2024,7,1,45697,1591,149.85,20,0,4.3,2.31,5,2,359.64,357.33
5571,5572,2024,9,13,43489,3547,46.69,30,0,1.3,5.89,1,3,130.72,124.83
5572,5573,2023,6,26,11804,7939,725.62,5,0,3.1,14.78,2,2,2068.02,2053.24
5573,5574,2023,12,28,22611,5953,480.21,25,0,3.2,9.05,3,2,720.32,711.27
5574,5575,2023,11,10,10654,5284,131.3,20,1,2.5,13.36,3,1,525.2,511.84
5575,5576,2025,3,17,18336,2385,163.95,0,0,1.8,20.2,2,2,163.95,143.75
5576,5577,2025,4,27,32837,2219,134.34,20,0,3.0,7.77,2,1,429.88,422.11
5577,5578,2023,4,7,23229,2668,558.46,20,0,4.1,20.48,5,5,893.54,873.06
5578,5579,2025,5,30,37287,6648,529.41,15,0,2.9,22.89,1,1,900.0,877.11
5579,5580,2023,8,1,27276,5243,82.35,10,0,1.3,6.34,4,5,148.22,141.88
5580,5581,2025,4,8,37140,2703,377.89,0,0,3.7,17.76,5,5,1511.56,1493.8
5581,5582,2023,5,17,14290,1092,217.97,40,0,4.4,9.31,3,3,523.12,513.81
5582,5583,2023,1,6,38130,4544,128.53,30,0,2.1,19.73,2,4,359.88,340.15
5583,5584,2023,4,19,38122,5689,340.1,5,0,2.1,8.64,5,2,646.2,637.56
5584,5585,2024,6,30,47681,2429,438.18,40,0,4.4,23.08,5,3,1314.55,1291.47
5585,5586,2023,2,8,33720,6940,17.28,10,0,4.2,12.74,1,5,62.2,49.46
5586,5587,2024,10,23,17350,5935,366.21,5,0,1.6,4.83,4,3,1391.6,1386.77
5587,5588,2024,2,29,12523,4751,468.28,0,0,2.7,13.01,3,5,1873.12,1860.11
5588,5589,2024,9,21,44428,1942,497.11,20,0,2.9,10.04,4,1,1590.76,1580.72
5589,5590,2023,9,18,17630,4068,179.96,0,0,4.8,21.5,4,3,899.8,878.3
5590,5591,2024,3,1,14512,7119,107.08,30,0,4.7,13.27,5,2,299.84,286.57
5591,5592,2023,3,28,44626,1457,746.97,20,1,2.4,11.12,4,2,2987.9,2976.78
5592,5593,2024,4,9,35286,5304,723.89,25,0,1.3,24.93,5,4,2714.6,2689.67
5593,5594,2023,3,17,18329,5653,177.57,30,0,2.7,11.49,4,2,248.6,237.11
5594,5595,2024,4,15,21752,4439,583.23,10,0,4.2,17.88,1,1,2624.55,2606.67
5595,5596,2024,2,18,21048,6561,425.68,20,0,2.1,23.1,5,2,1021.62,998.52
5596,5597,2025,4,4,24071,4283,597.08,30,0,3.3,21.25,4,4,1671.84,1650.59
5597,5598,2025,6,13,27117,7938,633.07,10,0,2.6,19.73,4,2,1139.52,1119.79
5598,5599,2024,12,26,16520,6683,372.18,15,0,2.5,24.47,1,4,949.05,924.58
5599,5600,2024,4,1,15291,2308,736.21,15,0,3.4,7.25,2,2,1877.34,1870.09
5600,5601,2023,10,12,28901,6125,428.01,40,0,1.2,9.41,4,2,256.81,247.4
5601,5602,2023,8,27,25106,2171,99.31,0,0,4.6,15.06,3,5,99.31,84.25
5602,5603,2024,11,7,46095,6092,608.49,40,0,4.5,4.62,4,4,1825.45,1820.83
5603,5604,2024,8,21,42423,3514,641.66,20,0,3.7,15.34,2,3,2566.65,2551.31
5604,5605,2024,10,14,16124,2866,718.64,25,0,4.4,10.57,4,3,2694.9,2684.33
5605,5606,2024,11,2,23431,1623,731.87,20,0,1.5,6.64,5,5,585.5,578.86
5606,5607,2024,7,11,43014,3662,505.38,20,0,2.7,4.79,5,1,404.3,399.51
5607,5608,2024,1,7,31708,4093,104.04,0,0,4.6,2.94,5,3,416.16,413.22
5608,5609,2024,5,9,17587,1434,416.43,5,0,1.7,19.57,4,3,395.61,376.04
5609,5610,2024,9,15,13138,1376,335.3,10,0,5.0,13.55,2,5,1508.85,1495.3
5610,5611,2023,2,14,41064,5613,638.81,25,0,3.2,2.02,5,1,1437.33,1435.31
5611,5612,2024,2,5,38344,4348,181.46,10,0,1.2,19.08,2,1,653.24,634.16
5612,5613,2023,9,4,12434,5927,116.81,0,1,1.5,9.69,5,5,467.24,457.55
5613,5614,2024,9,7,26491,7929,290.94,30,0,1.4,16.8,5,3,610.98,594.18
5614,5615,2024,8,19,49588,5501,81.55,10,0,4.0,17.73,3,2,293.6,275.87
5615,5616,2024,3,25,31477,4781,247.9,25,0,1.1,6.01,1,5,743.68,737.67
5616,5617,2024,4,29,47994,7774,558.97,5,0,3.8,16.27,2,4,1593.06,1576.79
5617,5618,2024,10,7,17802,3914,480.62,20,0,3.1,12.23,4,3,384.5,372.27
5618,5619,2024,9,11,22872,4253,135.44,25,0,5.0,20.01,5,1,406.32,386.31
5619,5620,2023,1,18,20716,2698,364.14,30,0,1.4,20.86,4,1,509.8,488.94
5620,5621,2024,8,28,38107,3413,205.28,0,0,4.2,23.65,5,4,205.28,181.63
5621,5622,2024,10,23,20552,5396,335.13,5,0,3.3,14.68,2,2,636.74,622.06
5622,5623,2025,1,27,23465,5599,231.55,10,0,4.8,2.54,4,4,416.8,414.26
5623,5624,2023,10,16,15920,5788,46.21,20,0,3.0,18.15,3,1,36.97,18.82
5624,5625,2024,2,18,15468,3232,570.08,30,0,1.4,23.56,3,3,1596.24,1572.68
5625,5626,2024,12,21,25125,3632,480.2,40,0,4.0,20.75,5,2,1440.6,1419.85
5626,5627,2024,9,29,24077,2103,543.18,0,0,2.4,17.98,4,4,1629.54,1611.56
5627,5628,2023,8,23,37217,4274,575.67,20,0,2.4,11.9,5,5,460.54,448.64
5628,5629,2024,2,20,12739,3095,565.24,15,0,1.4,17.24,5,5,2402.25,2385.01
5629,5630,2024,5,13,23845,1468,751.15,25,0,3.2,23.14,1,3,2816.8,2793.66
5630,5631,2024,9,25,15060,3345,670.98,15,1,4.4,18.23,2,1,2851.65,2833.42
5631,5632,2024,10,11,34861,6301,453.57,0,0,3.5,12.87,2,1,1360.71,1347.84
5632,5633,2023,4,25,20662,7717,102.47,25,1,4.2,19.71,3,1,153.7,133.99
5633,5634,2024,11,4,18685,4769,6.54,30,0,3.7,16.84,4,3,9.16,-7.68
5634,5635,2024,12,13,27401,1723,68.24,20,0,1.8,2.95,3,5,272.95,270.0
5635,5636,2023,8,22,13490,1848,692.03,5,0,1.4,21.19,2,5,1972.29,1951.1
5636,5637,2024,6,23,12814,2502,715.31,40,0,1.4,19.68,2,4,429.19,409.51
5637,5638,2023,1,11,47682,4059,501.4,5,0,4.3,3.26,4,1,2381.65,2378.39
5638,5639,2023,7,25,20558,5945,676.78,10,0,3.5,15.53,3,4,1218.2,1202.67
5639,5640,2024,11,9,23653,7940,732.94,40,0,2.0,5.68,1,3,1759.04,1753.36
5640,5641,2023,9,4,36232,7575,86.37,25,0,4.2,8.9,4,5,259.12,250.22
5641,5642,2024,7,12,37318,3719,146.12,25,0,3.6,10.25,2,2,328.77,318.52
5642,5643,2025,1,27,38616,6169,417.23,15,0,3.6,14.52,4,1,1063.95,1049.43
5643,5644,2023,5,7,34783,4705,94.3,40,0,2.2,24.04,5,2,113.16,89.12
5644,5645,2023,5,27,28617,1813,249.68,25,0,1.3,22.53,2,5,187.26,164.73
5645,5646,2023,4,28,35552,2669,209.74,20,0,2.9,16.19,3,2,167.79,151.6
5646,5647,2024,1,17,36640,4396,586.58,40,0,2.4,13.42,1,1,703.9,690.48
5647,5648,2024,2,16,27697,3476,190.46,20,0,2.9,12.82,1,4,457.11,444.29
5648,5649,2024,10,25,34553,6836,56.43,10,0,1.8,13.64,1,3,101.58,87.94
5649,5650,2024,8,6,22541,5248,720.79,30,0,1.2,6.94,4,5,2522.75,2515.81
5650,5651,2023,12,29,27354,7494,103.19,40,0,1.5,12.13,5,1,123.82,111.69
5651,5652,2024,5,23,47474,1976,485.3,30,1,3.4,2.9,4,5,339.71,336.81
5652,5653,2023,5,17,49357,3616,680.48,5,0,4.0,22.78,3,3,1292.92,1270.14
5653,5654,2023,6,24,41715,7297,594.75,20,0,1.2,3.81,5,5,2379.0,2375.19
5654,5655,2023,10,16,19362,2649,338.72,30,0,4.3,11.57,5,1,711.3,699.73
5655,5656,2024,4,25,23171,6125,537.47,25,0,1.0,22.26,1,2,806.2,783.94
5656,5657,2023,1,19,13185,3655,575.32,30,0,2.8,21.36,1,2,2013.6,1992.24
5657,5658,2023,7,14,17264,4552,437.84,15,0,1.2,11.34,5,2,1860.8,1849.46
5658,5659,2023,11,26,35975,1570,758.92,25,1,1.4,14.2,5,2,2845.95,2831.75
5659,5660,2023,6,24,25529,3515,749.49,30,0,3.0,9.18,3,2,2098.56,2089.38
5660,5661,2024,3,24,49218,7126,582.59,25,0,3.8,18.52,2,1,873.88,855.36
5661,5662,2023,12,20,26582,6435,668.39,20,0,4.0,24.97,1,1,2673.55,2648.58
5662,5663,2024,5,13,46016,4630,667.38,30,0,4.6,11.56,2,5,1868.68,1857.12
5663,5664,2023,5,21,11147,6939,626.83,30,0,3.3,5.08,2,5,2193.9,2188.82
5664,5665,2025,1,27,49518,3313,638.76,40,0,3.0,22.64,1,5,383.26,360.62
5665,5666,2025,6,15,42029,5010,269.82,10,0,2.7,20.22,4,5,971.36,951.14
5666,5667,2023,4,3,14706,2702,332.35,40,0,2.6,4.84,5,1,797.64,792.8
5667,5668,2023,8,27,39592,2490,357.91,40,0,3.5,7.06,2,3,429.5,422.44
5668,5669,2023,7,24,40574,3529,455.49,30,0,3.1,2.53,2,4,1275.36,1272.83
5669,5670,2024,7,13,14035,4875,645.06,15,0,4.8,23.9,2,1,2741.5,2717.6
5670,5671,2024,3,8,36858,5471,560.49,5,0,3.0,13.12,3,1,1064.94,1051.82
5671,5672,2023,9,2,19917,2171,100.69,40,0,4.3,12.13,5,2,181.23,169.1
5672,5673,2025,4,11,35893,5141,147.84,5,0,1.8,4.74,3,3,561.8,557.06
5673,5674,2023,11,13,39456,1068,90.09,15,0,4.4,3.93,3,3,76.58,72.65
5674,5675,2023,10,22,41561,6705,105.12,15,0,3.3,9.93,3,5,446.75,436.82
5675,5676,2024,10,1,13968,1062,766.17,40,0,4.2,18.37,3,5,919.4,901.03
5676,5677,2025,5,5,21281,6279,44.42,0,0,2.7,17.08,1,1,177.68,160.6
5677,5678,2023,10,9,47822,5263,409.33,30,0,4.1,6.78,5,2,859.59,852.81
5678,5679,2023,1,17,37004,1679,19.6,40,1,1.1,15.4,4,3,35.28,19.88
5679,5680,2023,3,12,33671,7235,324.15,30,0,2.5,8.03,2,3,226.9,218.87
5680,5681,2023,9,26,47631,4996,517.33,25,0,3.0,15.75,5,5,1552.0,1536.25
5681,5682,2023,11,21,24431,6103,650.42,20,0,2.6,2.71,5,1,1040.68,1037.97
5682,5683,2025,3,4,16174,6064,525.97,0,0,2.9,18.82,5,2,1577.91,1559.09
5683,5684,2023,11,1,28528,3369,712.65,15,0,3.5,21.88,5,1,1211.5,1189.62
5684,5685,2024,3,26,36069,6836,207.38,0,0,3.2,11.12,1,3,622.14,611.02
5685,5686,2023,1,7,43472,4362,401.05,30,0,1.2,12.85,2,4,1403.7,1390.85
5686,5687,2023,11,10,19960,1026,358.19,20,0,3.2,19.36,1,3,573.1,553.74
5687,5688,2025,3,27,43837,2470,281.15,40,0,3.0,14.56,2,1,168.69,154.13
5688,5689,2023,4,13,36859,2400,39.08,15,0,2.6,23.38,1,3,132.88,109.5
5689,5690,2025,3,31,32864,6789,149.15,40,0,1.6,12.16,2,1,89.49,77.33
5690,5691,2023,7,12,16428,5124,147.78,30,0,4.4,13.67,4,5,103.45,89.78
