,product_id,product_category
1522,5797,footwear
1523,4211,beauty
1524,6671,beauty
1525,4028,fashion
1526,5908,fashion
1527,1993,accessories
1528,6553,accessories
1529,6058,beauty
1530,6509,sports
1531,6440,beauty
1532,1523,accessories
1533,4155,footwear
1534,5259,footwear
1535,5527,beauty
1536,3990,electronics
1537,6890,footwear
1538,7833,footwear
1539,3994,electronics
1540,7316,fashion
1541,1749,electronics
1542,2351,home decor
1543,6258,beauty
1544,4947,beauty
1545,4511,beauty
1546,2920,fashion
1547,7685,accessories
1548,3067,accessories
1549,5363,footwear
1550,1806,sports
1551,4137,sports
1552,6334,electronics
1553,5985,sports
1554,6066,electronics
1555,2292,footwear
1556,3877,fashion
1557,6274,electronics
1558,6002,beauty
1559,6149,fashion
1560,5736,fashion
1561,7291,electronics
1562,4725,electronics
1563,3895,electronics
1564,2170,beauty
1565,4365,beauty
1566,7169,home decor
1567,2123,accessories
1568,3579,footwear
1569,4432,electronics
1570,2688,home decor
1571,3670,fashion
1572,6223,fashion
1573,6530,accessories
1574,5735,fashion
1575,6140,electronics
1576,7028,fashion
1577,5166,fashion
1578,2676,beauty
1579,1751,electronics
1580,3647,footwear
1581,1367,footwear
1582,5247,footwear
1583,6158,electronics
1584,6827,sports
1585,1083,sports
1586,6324,beauty
1587,5664,sports
1588,5411,fashion
1589,1820,home decor
1590,5061,electronics
1591,7077,electronics
1592,6196,beauty
1593,5517,home decor
1594,5409,sports
1595,5982,accessories
1596,6996,fashion
1597,4981,fashion
1598,2591,accessories
1599,2192,beauty
1600,7730,electronics
1601,3559,fashion
1602,1143,footwear
1603,7475,fashion
1604,4856,sports
1605,6278,home decor
1606,3955,accessories
1607,2927,home decor
1608,3198,home decor
1609,1967,fashion
1610,4050,home decor
1611,6572,fashion
1612,7953,footwear
1613,5376,sports
1614,1607,beauty
1615,5687,beauty
1616,6194,electronics
1617,7807,beauty
1618,7760,accessories
1619,1599,electronics
1620,5533,home decor
1621,6542,fashion
1622,3428,fashion
1623,1045,fashion
1624,4501,fashion
1625,1917,accessories
1626,5433,beauty
1627,3512,fashion
1628,5672,sports
1629,4723,footwear
1630,2110,beauty
1631,3400,home decor
1632,1267,home decor
1633,2382,beauty
1634,1234,sports
1635,4476,accessories
1636,4196,fashion
1637,2800,accessories
1638,7654,home decor
1639,5726,electronics
1640,1795,sports
1641,7353,footwear
1642,6617,home decor
1643,5896,fashion
1644,7975,accessories
1645,3454,beauty
1646,1576,fashion
1647,4894,electronics
1648,3239,accessories
1649,3450,footwear
1650,6123,sports
1651,7150,sports
1652,6532,electronics
1653,1623,accessories
1654,6606,home decor
1655,5938,beauty
1656,3823,fashion
1657,1456,fashion
1658,5356,home decor
1659,7718,home decor
1660,6449,accessories
1661,4216,sports
1662,1842,beauty
1663,5641,home decor
1664,1855,beauty
1665,6895,beauty
1666,6547,electronics
1667,4558,home decor
1668,3455,home decor
1669,1903,beauty
1670,7942,electronics
1671,4641,electronics
1672,5099,accessories
1673,5811,electronics
1674,4190,fashion
1675,6478,sports
1676,3127,accessories
1677,7165,fashion
1678,1208,home decor
1679,4032,electronics
1680,4570,beauty
1681,1185,home decor
1682,7877,home decor
1683,1181,fashion
1684,5349,sports
1685,6997,beauty
1686,5227,home decor
1687,5585,accessories
1688,3626,beauty
1689,4334,accessories
1690,3931,sports
1691,2868,fashion
1692,3339,fashion
1693,4122,fashion
1694,6411,sports
1695,3158,home decor
1696,4803,accessories
1697,2017,home decor
1698,1499,home decor
1699,6407,footwear
1700,6325,accessories
1701,7563,fashion
1702,6794,beauty
1703,2381,sports
1704,5223,fashion
1705,6422,beauty
1706,7459,sports
1707,7084,fashion
1708,1511,electronics
1709,1389,electronics
1710,2931,electronics
1711,1934,sports
1712,5211,electronics
1713,6309,home decor
1714,4434,electronics
1715,7648,sports
1716,6296,footwear
1717,3631,accessories
1718,6740,electronics
1719,2873,electronics
1720,7514,fashion
1721,2681,beauty
1722,3820,home decor
1723,7252,beauty
1724,3136,beauty
1725,4846,beauty
1726,4882,accessories
1727,3429,electronics
1728,2682,accessories
1729,6603,beauty
1730,3161,electronics
1731,1290,beauty
1732,6802,fashion
1733,6265,home decor
1734,6948,electronics
1735,6803,beauty
1736,4912,electronics
1737,2847,home decor
1738,5197,footwear
1739,3720,electronics
1740,5867,sports
1741,3771,footwear
1742,6526,fashion
1743,3353,sports
1744,1960,footwear
1745,4366,home decor
1746,6034,home decor
1747,7175,beauty
1748,5335,electronics
1749,3162,home decor
1750,7668,fashion
1751,5027,accessories
1752,7155,fashion
1753,6536,accessories
1754,1636,home decor
1755,6261,footwear
1756,4084,electronics
1757,3108,sports
1758,2976,home decor
1759,4715,home decor
1760,4779,footwear
1761,2255,beauty
1762,5280,fashion
1763,6486,sports
1764,2853,accessories
1765,2295,electronics
1766,3086,beauty
1767,6713,fashion
1768,7927,accessories
1769,6806,fashion
1770,3526,sports
1771,3070,footwear
1772,7067,electronics
1773,5727,sports
1774,2401,sports
1775,3423,accessories
1776,4695,beauty
1777,6049,fashion
1778,6825,accessories
1779,7309,home decor
1780,3957,electronics
1781,7351,electronics
1782,4119,sports
1783,7696,beauty
1784,2202,home decor
1785,1036,beauty
1786,5301,sports
1787,3184,fashion
1788,7539,footwear
1789,6656,beauty
1790,3836,home decor
1791,2197,footwear
1792,1117,beauty
1793,7979,home decor
1794,3200,electronics
1795,7172,beauty
1796,4029,sports
1797,7241,beauty
1798,4090,sports
1799,3225,beauty
1800,2349,home decor
1801,3707,home decor
1802,4023,beauty
1803,3656,electronics
1804,7024,sports
1805,1341,footwear
1806,7433,accessories
1807,1744,fashion
1808,5264,accessories
1809,2316,accessories
1810,3115,electronics
1811,4780,home decor
1812,2662,fashion
1813,4243,fashion
1814,3935,footwear
1815,6724,footwear
1816,3525,accessories
1817,1546,accessories
1818,6165,beauty
1819,4075,accessories
1820,7972,accessories
1821,4264,beauty
1822,7629,home decor
1823,4114,footwear
1824,5890,sports
1825,2755,fashion
1826,1983,beauty
1827,4521,beauty
1828,1306,accessories
1829,2365,electronics
1830,2361,accessories
1831,5915,electronics
1832,7367,beauty
1833,2346,footwear
1834,3657,sports
1835,2516,fashion
1836,3969,accessories
1837,5077,home decor
1838,1443,fashion
1839,6613,sports
1840,6419,beauty
1841,1547,sports
1842,4080,electronics
1843,4206,electronics
1844,7686,fashion
1845,1309,sports
1846,4397,fashion
1847,3663,beauty
1848,3764,footwear
1849,2352,sports
1850,4634,footwear
1851,6777,accessories
1852,3237,beauty
1853,6508,home decor
1854,4209,home decor
1855,2454,sports
1856,2863,beauty
1857,5878,electronics
1858,6955,accessories
1859,1164,fashion
1860,2871,footwear
1861,2511,footwear
1862,6302,accessories
1863,4708,beauty
1864,2363,sports
1865,2851,electronics
1866,5217,accessories
1867,4989,fashion
1868,2323,electronics
1869,6444,sports
1870,4719,sports
1871,7688,accessories
1872,5125,sports
1873,2627,electronics
1874,3535,accessories
1875,4826,footwear
1876,7650,beauty
1877,3169,electronics
1878,1883,fashion
1879,5489,sports
1880,6287,sports
1881,4340,fashion
1882,5778,home decor
1883,2458,fashion
1884,6206,home decor
1885,6010,accessories
1886,5149,footwear
1887,6142,sports
1888,1424,electronics
1889,6967,accessories
1890,3302,home decor
1891,6859,sports
1892,7275,electronics
1893,2434,sports
1894,1013,accessories
1895,4087,sports
1896,4060,footwear
1897,2116,electronics
1898,4961,beauty
1899,2419,home decor
1900,3484,electronics
1901,5366,electronics
1902,5891,fashion
1903,3786,home decor
1904,7843,home decor
1905,7140,accessories
1906,5798,accessories
1907,6342,fashion
1908,2018,electronics
1909,4379,fashion
1910,4893,fashion
1911,6198,accessories
1912,2699,accessories
1913,6529,accessories
1914,1868,electronics
1915,4056,home decor
1916,2704,electronics
1917,7666,home decor
1918,6182,electronics
1919,7182,fashion
1920,1788,accessories
1921,3949,sports
1922,5909,sports
1923,7071,sports
1924,4658,electronics
1925,5914,home decor
1926,2644,sports
1927,1647,beauty
1928,1082,fashion
1929,7116,home decor
1930,3932,electronics
1931,3606,electronics
1932,4343,fashion
1933,3784,home decor
1934,2186,fashion
1935,1777,footwear
1936,7486,footwear
1937,1822,electronics
1938,3172,electronics
1939,3351,footwear
1940,7120,footwear
1941,2283,electronics
1942,5882,footwear
1943,2083,home decor
1944,3514,fashion
1945,3537,electronics
1946,6901,footwear
1947,6152,footwear
1948,3613,fashion
1949,1420,home decor
1950,3925,footwear
1951,6073,fashion
1952,3206,footwear
1953,1034,footwear
1954,6117,electronics
1955,1438,fashion
1956,4800,accessories
1957,3919,accessories
1958,5462,electronics
1959,5461,home decor
1960,2887,beauty
1961,7713,beauty
1962,6798,electronics
1963,5877,home decor
1964,4363,home decor
1965,4117,beauty
1966,4721,footwear
1967,1494,accessories
1968,1569,fashion
1969,4825,sports
1970,6551,accessories
1971,4295,home decor
1972,3117,footwear
1973,3482,accessories
1974,2772,beauty
1975,1783,beauty
1976,3817,sports
1977,1616,accessories
1978,3726,sports
1979,7980,footwear
1980,3269,footwear
1981,3055,home decor
1982,6554,sports
1983,5555,beauty
1984,2468,accessories
1985,1818,beauty
1986,3855,footwear
1987,2778,sports
1988,3821,accessories
1989,3662,electronics
1990,6168,footwear
1991,2966,footwear
1992,6498,sports
1993,4655,footwear
1994,3151,beauty
1995,3170,accessories
1996,5055,fashion
1997,4743,beauty
1998,4237,sports
1999,5918,beauty
2000,1898,beauty
2001,6516,electronics
2002,2151,electronics
2003,6358,beauty
2004,2577,home decor
2005,5345,home decor
2006,5747,beauty
2007,3811,beauty
2008,3776,accessories
2009,7802,beauty
2010,5552,sports
2011,5387,accessories
2012,6314,footwear
2013,6201,footwear
2014,7825,home decor
2015,1375,footwear
2016,6426,electronics
2017,6336,home decor
2018,3961,home decor
2019,1215,sports
2020,3082,footwear
2021,5629,electronics
2022,7780,fashion
2023,7766,fashion
2024,2433,accessories
2025,4462,fashion
2026,3258,sports
2027,1338,accessories
2028,3761,home decor
2029,4904,fashion
2030,5560,electronics
2031,4401,beauty
2032,1912,fashion
2033,5777,sports
2034,3987,footwear
2035,3986,home decor
2036,5957,sports
2037,4324,electronics
2038,4107,electronics
2039,6700,beauty
2040,7336,beauty
2041,5688,beauty
2042,3544,accessories
2043,5405,fashion
2044,2056,fashion
2045,7548,fashion
2046,7272,electronics
2047,3587,beauty
2048,1459,footwear
2049,3035,home decor
2050,7378,beauty
2051,3153,beauty
2052,6295,accessories
2053,5720,sports
2054,5384,accessories
2055,5200,beauty
2056,2272,fashion
2057,4385,footwear
2058,4047,home decor
2059,2073,footwear
2060,7687,accessories
2061,7240,beauty
2062,4456,beauty
2063,5631,footwear
2064,4167,footwear
2065,3475,electronics
2066,3059,home decor
2067,1102,sports
2068,5287,sports
2069,7209,footwear
2070,6670,fashion
2071,1310,sports
2072,6176,home decor
2073,3354,footwear
2074,4647,accessories
2075,5994,accessories
2076,3137,home decor
2077,5299,footwear
2078,6762,accessories
2079,5569,electronics
2080,4973,fashion
2081,2284,fashion
2082,3998,fashion
2083,5449,beauty
2084,7456,electronics
2085,3042,electronics
2086,1445,home decor
2087,3146,accessories
2088,1448,home decor
2089,1067,beauty
2090,1890,footwear
2091,1871,accessories
2092,1948,footwear
2093,7097,beauty
2094,2619,accessories
2095,1095,fashion
2096,4416,fashion
2097,2350,footwear
2098,1861,sports
2099,1342,fashion
2100,4220,beauty
2101,2504,sports
2102,4354,electronics
2103,4789,home decor
2104,5647,home decor
2105,4061,footwear
2106,3311,accessories
2107,1962,home decor
2108,1162,beauty
2109,6989,home decor
2110,1330,accessories
2111,2779,footwear
2112,2007,home decor
2113,3163,home decor
2114,4485,beauty
2115,1932,accessories
2116,1655,beauty
2117,6389,sports
2118,5724,footwear
2119,2791,beauty
2120,3049,electronics
2121,3052,beauty
2122,1556,electronics
2123,3790,electronics
2124,1379,sports
2125,1553,fashion
2126,3433,fashion
2127,4740,electronics
2128,1604,footwear
2129,1152,electronics
2130,2429,sports
2131,5434,accessories
2132,4261,accessories
2133,3700,sports
2134,7333,accessories
2135,2407,electronics
2136,4256,sports
2137,3336,home decor
2138,2278,footwear
2139,3592,accessories
2140,3359,beauty
2141,3012,electronics
2142,7044,footwear
2143,7058,beauty
2144,4131,beauty
2145,4223,sports
2146,5536,home decor
2147,6772,sports
2148,7303,electronics
2149,2718,sports
2150,3921,footwear
2151,3562,home decor
2152,4712,footwear
2153,3140,footwear
2154,6205,home decor
2155,3756,beauty
2156,1554,home decor
2157,7100,footwear
2158,2146,electronics
2159,2035,footwear
2160,1987,sports
2161,3762,footwear
2162,6262,accessories
2163,5389,sports
2164,7461,electronics
2165,6359,electronics
2166,1996,sports
2167,6774,sports
2168,2247,footwear
2169,2087,beauty
2170,4001,electronics
2171,7394,sports
2172,3639,home decor
2173,5960,accessories
2174,1679,beauty
2175,1676,fashion
2176,4302,footwear
2177,1892,footwear
2178,3633,electronics
2179,1399,beauty
2180,4972,electronics
2181,2811,footwear
2182,5151,fashion
2183,4162,electronics
2184,2322,fashion
2185,7587,footwear
2186,1058,footwear
2187,3956,sports
2188,7546,beauty
2189,4022,sports
2190,6630,accessories
2191,6065,sports
2192,5658,accessories
2193,7063,accessories
2194,4642,footwear
2195,2333,home decor
2196,6019,sports
2197,5934,beauty
2198,4847,footwear
2199,4086,sports
2200,2308,footwear
2201,1742,accessories
2202,7344,electronics
2203,3045,accessories
2204,3542,sports
2205,2289,sports
2206,3938,home decor
2207,5911,accessories
2208,4141,sports
2209,6323,footwear
2210,6991,electronics
2211,3125,home decor
2212,3442,footwear
2213,2746,home decor
2214,7363,footwear
2215,5818,accessories
2216,4996,beauty
2217,3604,sports
2218,4094,electronics
2219,2103,electronics
2220,4573,fashion
2221,5836,sports
2222,5324,home decor
2223,7141,fashion
2224,6408,beauty
2225,2045,beauty
2226,2482,sports
2227,5996,sports
2228,2387,fashion
2229,4608,footwear
2230,6413,beauty
2231,3740,footwear
2232,2759,fashion
2233,6701,home decor
2234,4016,footwear
2235,7537,footwear
2236,3486,footwear
2237,6628,beauty
2238,6614,electronics
2239,5454,footwear
2240,5435,accessories
2241,2860,fashion
2242,5919,sports
2243,4384,home decor
2244,4024,fashion
2245,7355,beauty
2246,4816,fashion
2247,6780,sports
2248,4139,footwear
2249,6441,beauty
2250,5702,footwear
2251,5398,fashion
2252,7255,home decor
2253,5423,accessories
2254,6764,home decor
2255,6482,home decor
2256,7852,sports
2257,5037,footwear
2258,3725,beauty
2259,5369,footwear
2260,1536,sports
2261,1578,beauty
2262,6208,footwear
2263,5089,footwear
2264,5500,fashion
2265,5190,footwear
2266,2449,home decor
2267,1591,home decor
2268,5403,fashion
2269,1319,fashion
2270,6234,accessories
2271,2148,home decor
2272,7876,accessories
2273,6835,accessories
2274,5525,accessories
2275,1830,sports
2276,5480,beauty
2277,2689,footwear
2278,1713,accessories
2279,4864,fashion
2280,4070,electronics
2281,1088,sports
2282,4921,electronics
2283,7203,fashion
2284,6418,accessories
2285,5679,fashion
2286,2286,electronics
2287,2961,electronics
2288,6836,beauty
2289,5725,beauty
2290,4580,footwear
2291,1997,beauty
2292,7609,accessories
2293,5494,sports
2294,7894,electronics
2295,2987,electronics
2296,5808,electronics
2297,2963,fashion
2298,7637,accessories
2299,1174,home decor
2300,5458,home decor
2301,7695,footwear
2302,1584,sports
2303,2314,electronics
2304,5617,electronics
2305,4772,footwear
2306,2445,footwear
2307,2658,home decor
2308,5946,fashion
2309,2675,beauty
2310,5698,beauty
2311,6560,home decor
2312,2620,footwear
2313,7482,sports
2314,5210,beauty
2315,4059,electronics
2316,2357,accessories
2317,2060,home decor
2318,2329,accessories
2319,6000,electronics
2320,2412,fashion
2321,1264,beauty
2322,7173,electronics
2323,1333,home decor
2324,4259,fashion
2325,2282,sports
2326,2715,electronics
2327,7295,home decor
2328,2691,beauty
2329,7822,sports
2330,2232,sports
2331,4153,accessories
2332,6618,home decor
2333,1720,sports
2334,1664,footwear
2335,7413,sports
2336,1468,home decor
2337,7426,electronics
2338,3051,home decor
2339,3664,accessories
2340,4495,fashion
2341,2297,electronics
2342,1530,fashion
2343,6706,home decor
2344,7283,electronics
2345,7946,fashion
2346,1756,accessories
2347,6361,electronics
2348,6263,fashion
2349,6115,accessories
2350,4291,accessories
2351,5267,accessories
2352,5838,sports
2353,1931,sports
2354,2437,fashion
2355,4919,accessories
2356,7768,accessories
2357,1595,footwear
2358,6128,home decor
2359,1124,electronics
2360,5141,electronics
2361,6393,electronics
2362,4499,beauty
2363,2237,sports
2364,5929,sports
2365,1633,fashion
2366,2521,electronics
2367,2465,accessories
2368,4394,fashion
2369,7986,fashion
2370,1585,fashion
2371,6203,beauty
2372,1606,home decor
2373,6682,sports
2374,1428,accessories
2375,6875,home decor
2376,6013,fashion
2377,7350,home decor
2378,3401,accessories
2379,2470,beauty
2380,1683,sports
2381,4854,electronics
2382,7882,home decor
2383,2424,accessories
2384,4045,home decor
2385,4388,footwear
2386,7556,home decor
2387,2112,fashion
2388,6673,footwear
2389,5309,footwear
2390,1151,home decor
2391,3066,accessories
2392,5590,footwear
2393,5456,electronics
2394,5062,fashion
2395,3113,footwear
2396,2882,accessories
2397,3111,accessories
2398,7599,electronics
2399,2436,sports
2400,1213,fashion
2401,2309,footwear
2402,5680,accessories
2403,7013,home decor
2404,1611,accessories
2405,5108,electronics
2406,4950,home decor
2407,1439,home decor
2408,7729,electronics
2409,3488,footwear
2410,1864,home decor
2411,3305,sports
2412,6822,fashion
2413,3827,home decor
2414,3487,electronics
2415,7984,beauty
2416,7274,sports
2417,3779,accessories
2418,6299,accessories
2419,1527,beauty
2420,6607,beauty
2421,1722,footwear
2422,7373,footwear
2423,3048,electronics
2424,6558,electronics
2425,1541,sports
2426,5052,electronics
2427,2551,footwear
2428,5263,accessories
2429,3041,footwear
2430,5706,footwear
2431,7519,sports
2432,1462,electronics
2433,3458,fashion
2434,4316,electronics
2435,3164,accessories
2436,4527,footwear
2437,4058,fashion
2438,6379,accessories
2439,3496,sports
2440,1482,footwear
2441,7171,electronics
2442,1891,sports
2443,2846,accessories
2444,7016,home decor
2445,3114,electronics
2446,4727,fashion
2447,2097,accessories
2448,3959,electronics
2449,7158,accessories
2450,1680,beauty
2451,4899,electronics
2452,6515,home decor
2453,7436,home decor
2454,4839,home decor
2455,1408,sports
2456,3781,home decor
2457,3205,fashion
2458,5026,footwear
2459,5030,home decor
2460,4453,fashion
2461,6958,electronics
2462,5100,beauty
2463,4855,sports
2464,2230,fashion
2465,2064,fashion
2466,5181,home decor
2467,6387,beauty
2468,3199,beauty
2469,7297,beauty
2470,1371,electronics
2471,7117,sports
2472,6473,footwear
2473,1908,beauty
2474,6395,electronics
2475,4249,sports
2476,6839,accessories
2477,1673,fashion
2478,6751,sports
2479,2631,sports
2480,2263,sports
2481,7429,footwear
2482,6098,beauty
2483,2597,electronics
2484,5815,sports
2485,7287,footwear
2486,4406,fashion
2487,2734,accessories
2488,7955,electronics
2489,1449,beauty
2490,7782,home decor
2491,6589,sports
2492,4863,sports
2493,6373,electronics
2494,5491,footwear
2495,7259,beauty
2496,4698,accessories
2497,3337,fashion
2498,3285,beauty
2499,1275,sports
2500,1077,sports
2501,4409,beauty
2502,5130,fashion
2503,5158,sports
2504,7831,home decor
2505,5016,accessories
2506,6400,accessories
2507,3270,accessories
2508,3309,beauty
2509,2572,sports
2510,3192,fashion
2511,4054,electronics
2512,6406,fashion
2513,3105,home decor
2514,6382,accessories
2515,6466,sports
2516,2173,footwear
2517,7106,sports
2518,3546,footwear
2519,7242,footwear
2520,5187,accessories
2521,2525,beauty
2522,3774,electronics
2523,4735,electronics
2524,5432,fashion
2525,1175,accessories
2526,7500,accessories
2527,6679,sports
2528,3228,beauty
2529,1261,sports
2530,4830,fashion
2531,2059,fashion
2532,2479,footwear
2533,1627,accessories
2534,4149,footwear
2535,1109,sports
2536,2799,footwear
2537,6586,footwear
2538,7109,electronics
2539,3011,home decor
2540,5028,fashion
2541,3685,electronics
2542,6924,sports
2543,7059,sports
2544,5738,sports
2545,5562,electronics
2546,7757,sports
2547,4546,beauty
2548,7773,home decor
2549,3898,fashion
2550,3013,footwear
2551,4185,fashion
2552,1839,beauty
2553,5010,accessories
2554,7705,home decor
2555,1814,fashion
2556,3103,sports
2557,7657,accessories
2558,5282,footwear
2559,4638,beauty
2560,3034,fashion
2561,4618,beauty
2562,2822,sports
2563,2483,fashion
2564,4230,home decor
2565,6145,beauty
2566,1747,beauty
2567,3783,fashion
2568,2339,beauty
2569,1817,home decor
2570,1121,electronics
2571,4458,home decor
2572,4731,sports
2573,5097,beauty
2574,2254,home decor
2575,6111,sports
2576,6484,sports
2577,2228,home decor
2578,3494,beauty
2579,6383,sports
2580,5889,home decor
2581,6045,footwear
2582,3121,home decor
2583,5005,sports
2584,6953,home decor
2585,6878,home decor
2586,6824,fashion
2587,4267,accessories
2588,1767,fashion
2589,2946,footwear
2590,3515,home decor
2591,6995,sports
2592,1965,home decor
2593,6318,beauty
2594,1132,beauty
2595,2955,fashion
2596,6877,sports
2597,5502,footwear
2598,3946,fashion
2599,7641,electronics
2600,5025,beauty
2601,2579,fashion
2602,5340,footwear
2603,5696,electronics
2604,3143,fashion
2605,2545,beauty
2606,4146,electronics
2607,5431,home decor
2608,7571,accessories
2609,7145,accessories
2610,3716,fashion
2611,1897,accessories
2612,7741,accessories
2613,4490,home decor
2614,1863,fashion
2615,4044,accessories
2616,3926,fashion
2617,2156,home decor
2618,3951,accessories
2619,5885,sports
2620,7462,fashion
2621,4355,sports
2622,6337,fashion
2623,7036,home decor
2624,7858,accessories
2625,6226,fashion
2626,2765,footwear
2627,3888,sports
2628,2327,fashion
2629,2889,footwear
2630,4450,beauty
2631,3346,sports
2632,3073,home decor
2633,6451,fashion
2634,4836,electronics
2635,7393,sports
2636,5004,home decor
2637,1743,fashion
2638,4198,fashion
2639,2910,home decor
2640,6632,footwear
2641,2347,footwear
2642,4367,beauty
2643,3481,electronics
2644,2735,footwear
2645,2601,electronics
2646,6643,electronics
2647,2138,fashion
2648,6370,electronics
2649,5510,accessories
2650,4668,electronics
2651,2311,fashion
2652,4219,fashion
2653,7226,beauty
2654,1072,home decor
2655,4729,beauty
2656,1187,sports
2657,4566,home decor
2658,2820,beauty
2659,4229,fashion
2660,4822,home decor
2661,6956,footwear
2662,3627,fashion
2663,3729,electronics
2664,2856,footwear
2665,2042,fashion
2666,7914,electronics
2667,5967,electronics
2668,5266,home decor
2669,6684,sports
2670,4990,electronics
2671,5528,home decor
2672,4342,sports
2673,2032,electronics
2674,7849,footwear
2675,3152,accessories
2676,6468,footwear
2677,4497,home decor
2678,1941,footwear
2679,4038,accessories
2680,5959,sports
2681,1759,footwear
2682,1256,beauty
2683,3812,electronics
2684,1081,beauty
2685,2783,footwear
2686,5864,beauty
2687,7515,beauty
2688,4375,sports
2689,7610,electronics
2690,6986,beauty
2691,6920,fashion
2692,6703,footwear
2693,6104,fashion
2694,1858,sports
2695,4940,accessories
2696,1169,sports
2697,4769,footwear
2698,6227,beauty
2699,6231,beauty
2700,1223,home decor
2701,3770,accessories
2702,1483,electronics
2703,2801,electronics
2704,3306,sports
2705,5082,footwear
2706,1597,sports
2707,1084,accessories
2708,1989,fashion
2709,5762,fashion
2710,5673,footwear
2711,4015,beauty
2712,2174,fashion
2713,4493,home decor
2714,6503,beauty
2715,7072,footwear
2716,6195,footwear
2717,7971,electronics
2718,1727,sports
2719,2065,fashion
2720,7076,home decor
2721,1423,fashion
2722,6678,footwear
2723,7717,electronics
2724,5332,electronics
2725,1318,electronics
2726,6166,electronics
2727,7322,accessories
2728,6343,accessories
2729,7783,electronics
2730,2025,accessories
2731,1598,beauty
2732,2806,footwear
2733,6051,fashion
2734,6565,home decor
2735,7527,fashion
2736,6159,beauty
2737,4383,footwear
2738,1118,electronics
2739,3971,beauty
2740,3039,fashion
2741,1927,home decor
2742,5147,footwear
2743,2838,electronics
2744,1446,accessories
2745,6970,home decor
2746,2825,home decor
2747,5531,footwear
2748,5426,accessories
2749,3043,accessories
2750,3897,footwear
2751,6504,home decor
2752,3983,beauty
2753,4840,accessories
2754,1469,footwear
2755,5550,beauty
2756,5469,footwear
2757,5048,fashion
2758,2328,fashion
2759,7848,home decor
2760,6570,sports
2761,7254,electronics
2762,7160,beauty
2763,2335,sports
2764,3580,sports
2765,3890,home decor
2766,1193,beauty
2767,4966,sports
2768,5755,electronics
2769,6951,sports
2770,3142,home decor
2771,7101,accessories
2772,3096,accessories
2773,4850,fashion
2774,6050,fashion
2775,1495,sports
2776,2782,home decor
2777,1120,electronics
2778,4884,accessories
2779,4239,footwear
2780,1776,electronics
2781,4504,sports
2782,1179,home decor
2783,5589,electronics
2784,1608,electronics
2785,2398,electronics
2786,5943,footwear
2787,5184,home decor
2788,5471,fashion
2789,5444,fashion
2790,1233,home decor
2791,6893,home decor
2792,6186,fashion
2793,6776,fashion
2794,5895,beauty
2795,1407,accessories
2796,4042,electronics
2797,3722,accessories
2798,4636,beauty
2799,2915,fashion
2800,1406,sports
2801,3102,accessories
2802,2997,electronics
2803,3666,footwear
2804,5806,accessories
2805,7961,accessories
2806,2531,footwear
2807,5976,beauty
2808,2275,footwear
2809,4327,fashion
2810,1885,sports
2811,4466,accessories
2812,7149,home decor
2813,1419,accessories
2814,1566,home decor
2815,4105,electronics
2816,3760,beauty
2817,3886,fashion
2818,5013,footwear
2819,2937,footwear
2820,5656,sports
2821,7484,home decor
2822,2933,beauty
2823,4294,footwear
2824,4378,electronics
2825,2528,electronics
2826,5682,beauty
2827,5447,fashion
2828,3905,electronics
2829,3976,home decor
2830,1659,fashion
2831,2441,footwear
2832,6315,sports
2833,5209,accessories
2834,2802,sports
2835,3241,electronics
2836,2027,fashion
2837,1472,sports
2838,3611,beauty
2839,5651,footwear
2840,1881,home decor
2841,2611,sports
2842,2093,footwear
2843,3154,fashion
2844,7400,sports
2845,4687,fashion
2846,6349,footwear
2847,2771,home decor
2848,6233,electronics
2849,6709,accessories
2850,3448,home decor
2851,1798,electronics
2852,6436,accessories
2853,7559,home decor
2854,6456,sports
2855,5439,electronics
2856,3284,home decor
2857,7787,footwear
2858,6754,accessories
2859,4571,beauty
2860,3649,electronics
2861,6545,electronics
2862,5630,electronics
2863,4797,electronics
2864,7471,sports
2865,5269,home decor
2866,7091,beauty
2867,5110,electronics
2868,4613,electronics
2869,1112,sports
2870,2048,accessories
2871,2537,beauty
2872,4923,sports
2873,2964,accessories
2874,1171,fashion
2875,3439,beauty
2876,4689,accessories
2877,5865,beauty
2878,2985,sports
2879,4633,footwear
2880,6856,electronics
2881,3441,footwear
2882,7841,electronics
2883,7228,footwear
2884,2236,electronics
2885,5330,beauty
2886,3316,home decor
2887,3130,beauty
2888,7329,home decor
2889,5157,sports
2890,6398,fashion
2891,4992,footwear
2892,2845,accessories
2893,3262,fashion
2894,2418,electronics
2895,5827,home decor
2896,6164,sports
2897,6244,accessories
2898,3028,beauty
2899,6674,accessories
2900,4823,electronics
2901,7847,electronics
2902,3478,electronics
2903,5579,fashion
2904,1074,fashion
2905,3800,footwear
2906,3567,fashion
2907,7151,sports
2908,3099,electronics
2909,6200,electronics
2910,3880,accessories
2911,4158,accessories
2912,6771,home decor
2913,5927,electronics
2914,6243,fashion
2915,3333,accessories
2916,4207,fashion
2917,3940,fashion
2918,2345,fashion
2919,6316,electronics
2920,4788,fashion
2921,2744,fashion
2922,1907,footwear
2923,6225,sports
2924,3671,electronics
2925,7770,accessories
2926,7722,beauty
2927,7278,footwear
2928,5371,beauty
2929,7331,home decor
2930,5359,home decor
2931,4438,footwear
2932,5947,beauty
2933,4806,fashion
2934,7399,sports
2935,5475,fashion
2936,7836,electronics
2937,1733,fashion
2938,7526,electronics
2939,1760,home decor
2940,5598,beauty
